"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"en","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® ballpen","Simple, inventive, reliable. Four different ink colours in one: blue, black, red, green. An icon that's always in fashion! Print in full-colour with the high quality of britePix Digital. Our iconic BIC® 4 Colours® is becoming more sustainable, now with 13% less plastic on the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® bolígrafo","Simple, ingenioso, fiable. Cuatro colores de tinta diferentes en un sólo bolígrafo: azul, negro, rojo, verde. ¡Un icono que siempre está de moda! Imprímelo a todo color con la calidad superior de britePix Digital. Nuestro icónico BIC® 4 Colours® es cada vez más sostenible ¡Ahora con un 13% menos de plástico en la parte superior!","¡4 bolígrafos en 1! | Ámplia área de impresión, casi 360º | Mecanismo retráctil fiable: los cartuchos no se bloquean | Fabricación completamente propia | La bola de carburo de tungsteno perfectamente esférica contribuye a una escritura consistente | Diseño icónico con más de 50 años marcando tendencia en instrumentos de escritura.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® kuulakärkikynä","Yksinkertainen, kekseliäs, luotettava. Neljä eri musteväriä yhdessä: sininen, musta, punainen, vihreä. Ikoni, joka on aina muodissa! Tulosta täysvärituloste britePix Digitalin korkealla laadulla. Ikoninen BIC® 4 Colours® on muuttumassa entistä kestävämmäksi, sillä sen yläosassa on nyt 13 % vähemmän muovia!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 50 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000COG89AAH","3460001100","1","BIC® 4 Couleurs® bille","Simple, fiable, ingénieux. 4 couleurs d’encre différentes sur un seul stylobille : bleu (Pantone 2736C), noir (432C), rouge (193C), vert (3295C). Un stylo emblématique toujours à la mode ! Marquez-le tout en couleur avec la qualité du britePix Digital. Notre emblématique BIC® 4 Couleurs® devient plus durable, avec désormais 13 % de plastique en moins dans la partie supérieure !","4 stylos en 1 ! | Grande zone d’impression sur le corps, presque 360º | Mécanisme de rétraction fiable ; la mine ne se bloque pas | Fabrication dans nos propres installations | La bille parfaitement ronde en carbure de tungstène contribue à une écriture cohérente | Design emblématique qui marque la tendance dans le secteur des instruments d'écriture depuis plus de 50 ans.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® penna a sfera","Semplice, ingegnosa, affidabile. 4 diversi colori in una sola penna: blu, nero, rosso e verde. Un'icona intramontabile! Stampalo full color con qualità del britePixTM Digitale. Il nostro iconico BIC® 4 Colours® sta diventando più sostenibile, ora con il 13% in meno di plastica nella parte superiore!","4 penne in 1! | Ampia area di stampa sul fusto, quasi 360º | Meccanismo retrattile affidabile: le cartucce non si bloccano | Produzione interna all'azienda | La sfera perfettamente rotonda in carburo di tungsteno contribuisce a una scrittura di precisione | Design inconfondibile, segnale di tendenze per più di 50 anni nel campo degli strumenti di scrittura.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® balpen","Vier verschillende inktkleuren in één! Onze iconische balpen. Ook beschikbaar met een veiligheidssluitende lanyard. Print in full colour met de hoge kwaliteit van BritepixTM Digitaal. Onze iconische BIC® 4 Colours® wordt duurzamer, nu met 13% minder plastic aan de bovenkant!","Groot bedrukbaar oppervlak, bijna 360º | Betrouwbaar intrekbaar mechanisme: de stiften blokkeren zich niet | Volledig intern geproduceerd | De perfecte ronde kogel uit wolfraamcarbide werkt gelijkmatig schrijven in de hand | Iconisch design - meer dan 50 jaar trendsetter in schrijfwaren.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrijk","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® esferográfica","4 cores de tinta diferentes numa esferográfica! Fita lanyard separável também disponível. Imprima com as cores de alta qualidade da britePix Digital. A nossa icónica BIC® 4 Colours® está a tornar-se ainda mais sustentável, tendo agora 13% menos plástico na parte superior!","Ampla área de impressão com quase 360º | Mecanismo retrátil fiável: as cargas não bloqueiam | Fabrico completamente interno | A esfera perfeita de carboneto de tungsténio contribui para uma escrita consistente | Forma icónica com mais de 50 anos a definir tendências nos instrumentos de escrita.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","França","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000COG89AAH","3460001100","1","BIC® 4 Colours® kulpenna","Enkel, uppfinningsrik, pålitlig. Fyra olika bläckfärger i en: blå, svart, röd, grön. En ikon som alltid är på modet! Skriv ut i fullfärg med den höga kvaliteten hos britePix Digital. Vår ikoniska BIC® 4 Colours® blir mer hållbar, nu med 13% mindre plast på den övre delen!","Stort tryckområde, nästan 360° | Pålitlig indragningsmekanism: patronerna blockeras inte | Den perfekt runda kulan av volframkarbid underlättar konsekvent skrift | Ikonisk design med över 50 års trendsättande inom skrivinstrument.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","12.80 g","Frankrike","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/eYLFBNE-HtlxZ0gOAX8yclgRYCwquF8_814RFltSwwADyG_XJxy8li1nTE28bnVbbYhzW0hcezBVvWpd_Vls72rbzPtL9Xnezo3Xj6cQLF5-Lw4aSMD3PNM64AiiEr5OqA73ivHtrBU3I1k4xvn9rinbKWNPEsxn2LfAc5V7jxI=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","3200.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/ebHwSC1WQIQz-2BM7BXMBNYNSJzDl6oSNrSW7CDZqX5as6eDJVxWla5Haw3UMkONK5FdSqfHzNtBYL0y9PssYrC1FaKNEx6FHeyy7GQv1gRaDRz4KDc0LIvxLgCZjvALvTTelzPHMx1xS6FKj4yo6BOmmCrnjHJJiHmg5e--7U4=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip Kugelschreiber","Stylisches Design trifft auf Vielseitigkeit. Vielfältige Möglichkeiten dank der breiten Farbauswahl und der großen Druckflächen!","Die BIC®-Marke wird von 9 von 10 Personen anerkannt: Verbinden Sie Ihren Namen mit einem hochwertigen vertrauenswürdigen Produkt. | Mix & Match klare und polierte Farbkomponenten, um verschiedene Kombinationen zu erstellen! | Großer Druckbereich auf dem Clip. | Glatter und unzerbrechlicher Verdrehungsmechanismus. | Long-Life-Tinte: hohe Qualität, schnelles Trocknen und reibungsloses Schreiben.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip ballpen","Stylish design meets versatility. Many possibilities thanks to the wide variety of colours and the large printing areas!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match clear and polished colour components to create different combinations! | Large printing area on the clip. | Smooth and unbreakable twist mechanism. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spain","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip bolígrafo","Diseño elegante y versátil. ¡Muchas posibilidades gracias a la gran variedad de colores y la gran área de impresión!","La marca Bic® es reconocida por 9 de cada 10 personas: asocie su nombre con un producto de confianza de alta calidad. | ¡Mezcle y combine componentes de color claros y pulidos para crear diferentes combinaciones! | Gran área de impresión en el clip. | Mecanismo de giro suave y inquebrantable. | Tinta de larga duración: alta calidad, secado rápido y escritura suave.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","España","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000COHtAAAX","3460001039","1","BIC® Super klipsi kuulakärkikynä","Tyylikäs ja nykyaikainen klipsi ja saatavana myös monivärisellä britePix™ -painatuksella Pehmeästi toimiva kestävä kiertomekanismi. Nyt saatavana myös koko rungon alaosan ympäri painettavalla moniväripainatuksella!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match clear and polished colour components to create different combinations! | Large printing area on the clip. | Smooth and unbreakable twist mechanism. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espanja","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip bille","Design élégant et multifonction. De nombreuses possibilités grâce à la grande variété de couleurs et aux larges zones d’impression!","La marque BIC® est reconnue par 9 personnes sur 10: associez votre nom à un produit de confiance de haute qualité. | Mélanger et assortir des composants de couleur claire et polis pour créer différentes combinaisons! | Grande zone d'impression sur le clip. | Mécanisme de torsion lisse et incassable. | Encre à longue durée de vie: haute qualité, séchage rapide et écriture en douceur.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espagne","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip penna a sfera","Design elegante e versatile. Molte possibilità grazie alla grande varietà di colori e alle grandi aree di stampa!","Il marchio BIC® è riconosciuto da 9 persone su 10: associa il tuo nome a un prodotto di alta qualità. | Mescola e abbina i componenti di colore chiari e lucidati per creare combinazioni diverse! | Ampia area di stampa sulla clip. | Meccanismo di torsione liscio e infrangibile. | Inchiostro di lunga durata: alta qualità, asciugatura rapida e scrittura liscia.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spagna","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip balpen","Stijlvol en modern clipontwerp met een soepel draaimechanisme. De grootste opdrukruimte op de clip.","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match clear and polished colour components to create different combinations! | Large printing area on the clip. | Smooth and unbreakable twist mechanism. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spanje","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip esferográfica","Design elegante e moderno do clipe com um mecanismo giratório suave. A maior área de impressão no clipe.","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match clear and polished colour components to create different combinations! | Large printing area on the clip. | Smooth and unbreakable twist mechanism. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espanha","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000COHtAAAX","3460001039","1","BIC® Super Clip kulpenna","Elegant och modern klipsdesign för möjlighet till stort reklamtryck. Mjuk och obrytbar vridmekanism.","BIC®-varumärket känns igen av 9 av 10 personer: koppla ditt namn till en pålitlig produkt av hög kvalitet. | Mixa & Matcha klara och polerade färgkomponenter för att skapa olika kombinationer! | Stor tryckyta på clipset | Mjuk och obrytbar vridmekanism | Bläck med lång livslängd: hög kvalitet, snabbtorkande och smidig skrivning.","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gktXGHswcVWig2RAL0zgSju0nLXNgL21LlMWp4EVuapjGhNlRpDt0FyDty4pFEDdZFXSt6JC_o_zMT8TapuSAcvAo27GtznvDfia6yxV8gdIOBkoZHG9DiAYekBjKn9mE1YMBXKkwHq07pqghfWZRM04wu0DdDcblMTANY-3eUY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Qllva_isekKlO0bEYa0KNYfXYX-1TrEBMHh3G1nrcm79-SxZcZ_jT9whvMHkaIIp91QreM8fiWXFKlhAN-NM_Sr2MPOiYjLSWHYE6y7UBZqQrsE1vSIUp5pfAPgcT0q5uVluT0U7zSUOJ14QL_L0yXMb_UtENi5kxDOOV3T9DB0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
